Stats	Cluster	Marker	Method	p_val_adj
0.555988309	5: Myeloid	BLVRA	FindMarkers	0
0.555621898	5: Myeloid	LAMTOR1	FindMarkers	0
0.55373152	5: Myeloid	AHR	FindMarkers	0
0.553725949	5: Myeloid	LTBR	FindMarkers	0
0.550839116	5: Myeloid	CAMK1	FindMarkers	0
0.550821112	5: Myeloid	PMP22	FindMarkers	0
0.550183554	5: Myeloid	LILRA2	FindMarkers	0
0.546462099	5: Myeloid	OTULINL	FindMarkers	0
0.545209028	5: Myeloid	NFE2L2	FindMarkers	0
0.544509378	5: Myeloid	KYNU	FindMarkers	0
0.544494449	5: Myeloid	GNG10	FindMarkers	0
0.544436118	5: Myeloid	SLCO2B1	FindMarkers	0
0.543557311	5: Myeloid	NAGA	FindMarkers	0
0.541312864	5: Myeloid	ETV6	FindMarkers	0
0.53867662	5: Myeloid	ZYX	FindMarkers	0
0.536042107	5: Myeloid	CLEC4E	FindMarkers	0
0.533354005	5: Myeloid	ENG	FindMarkers	0
0.533253505	5: Myeloid	ACTN1	FindMarkers	0
0.532452828	5: Myeloid	CD40	FindMarkers	0
0.531650078	5: Myeloid	SERPINB6	FindMarkers	0
0.529483103	5: Myeloid	C20orf27	FindMarkers	0
0.527151695	5: Myeloid	SLC43A2	FindMarkers	0
0.527123221	5: Myeloid	TNFRSF1A	FindMarkers	0
0.52537064	5: Myeloid	TIMP2	FindMarkers	0
0.524769623	5: Myeloid	FAM49A	FindMarkers	0
0.523348589	5: Myeloid	NCOA4	FindMarkers	0
0.52285248	5: Myeloid	DAPK1	FindMarkers	0
0.515846813	5: Myeloid	TNFAIP8L2	FindMarkers	0
0.512116168	5: Myeloid	NECTIN2	FindMarkers	0
0.510528674	5: Myeloid	ABCA1	FindMarkers	0
0.506285401	5: Myeloid	NR4A3	FindMarkers	0
0.502232712	5: Myeloid	CIITA	FindMarkers	0
0.501460999	5: Myeloid	FUOM	FindMarkers	0
0.501410306	5: Myeloid	UBE2D1	FindMarkers	0
0.501094224	5: Myeloid	PSTPIP2	FindMarkers	0
0.498451995	5: Myeloid	DOK2	FindMarkers	0
0.498419699	5: Myeloid	MXD1	FindMarkers	0
0.497928885	5: Myeloid	IL18	FindMarkers	0
0.497602875	5: Myeloid	MYD88	FindMarkers	0
0.497589897	5: Myeloid	ASGR1	FindMarkers	0
0.496449613	5: Myeloid	PID1	FindMarkers	0
0.49612135	5: Myeloid	GAA	FindMarkers	0
0.494484312	5: Myeloid	CNDP2	FindMarkers	0
0.49340036	5: Myeloid	PRCP	FindMarkers	0
0.493157777	5: Myeloid	HEXA	FindMarkers	0
0.492912583	5: Myeloid	TNFSF13	FindMarkers	0
0.492800989	5: Myeloid	TLN1	FindMarkers	0
0.489141868	5: Myeloid	HRH2	FindMarkers	0
0.486188965	5: Myeloid	PTMS	FindMarkers	0
0.485373519	5: Myeloid	TFEC	FindMarkers	0
0.477346185	5: Myeloid	EPB41L3	FindMarkers	0
0.476313313	5: Myeloid	IL13RA1	FindMarkers	0
0.473463575	5: Myeloid	FAM110A	FindMarkers	0
0.468977507	5: Myeloid	KDM6B	FindMarkers	0
0.468142004	5: Myeloid	HLA-DOA	FindMarkers	0
0.46808153	5: Myeloid	SH3BP2	FindMarkers	0
0.464138369	5: Myeloid	PIK3AP1	FindMarkers	0
0.463791066	5: Myeloid	CD300C	FindMarkers	0
0.461921533	5: Myeloid	PHLDA2	FindMarkers	0
0.459653354	5: Myeloid	RILPL2	FindMarkers	0
0.457710495	5: Myeloid	GM2A	FindMarkers	0
0.456319913	5: Myeloid	RNPEP	FindMarkers	0
0.45563248	5: Myeloid	SH2B3	FindMarkers	0
0.454744926	5: Myeloid	ENPP2	FindMarkers	0
0.454112593	5: Myeloid	TRAPPC5	FindMarkers	0
0.452759309	5: Myeloid	PRKCD	FindMarkers	0
0.451670371	5: Myeloid	LPCAT2	FindMarkers	0
0.450001225	5: Myeloid	CTNND1	FindMarkers	0
0.449649785	5: Myeloid	C19orf38	FindMarkers	0
0.449115334	5: Myeloid	MYO1F	FindMarkers	0
0.447573543	5: Myeloid	LACTB	FindMarkers	0
0.445586225	5: Myeloid	TLR2	FindMarkers	0
0.444934296	5: Myeloid	MCTP1	FindMarkers	0
0.44477246	5: Myeloid	NUDT16	FindMarkers	0
0.443406257	5: Myeloid	GNB4	FindMarkers	0
0.443081783	5: Myeloid	LGALS3BP	FindMarkers	0
0.442598672	5: Myeloid	UNC93B1	FindMarkers	0
0.439856624	5: Myeloid	DRAM1	FindMarkers	0
0.439450765	5: Myeloid	ITPR2	FindMarkers	0
0.436452474	5: Myeloid	TNFRSF1B	FindMarkers	0
0.435602219	5: Myeloid	YIF1B	FindMarkers	0
0.434873548	5: Myeloid	OAZ2	FindMarkers	0
0.433940899	5: Myeloid	UPP1	FindMarkers	0
0.432514396	5: Myeloid	RB1	FindMarkers	0
0.430911894	5: Myeloid	EGR2	FindMarkers	0
0.430623211	5: Myeloid	ITGB1	FindMarkers	0
0.428351966	5: Myeloid	TMEM51	FindMarkers	0
0.425272514	5: Myeloid	SHTN1	FindMarkers	0
0.42470277	5: Myeloid	LILRA1	FindMarkers	0
0.423514269	5: Myeloid	PARVG	FindMarkers	0
0.423315637	5: Myeloid	VPS35	FindMarkers	0
0.422571555	5: Myeloid	ST14	FindMarkers	0
0.421165038	5: Myeloid	RENBP	FindMarkers	0
0.418100245	5: Myeloid	CAT	FindMarkers	0
0.416940931	5: Myeloid	PLEKHB2	FindMarkers	0
0.416519701	5: Myeloid	DBNDD2	FindMarkers	0
0.414605212	5: Myeloid	QKI	FindMarkers	0
0.412156157	5: Myeloid	FES	FindMarkers	0
0.411638033	5: Myeloid	OTUD1	FindMarkers	0
0.41140584	5: Myeloid	SLC15A3	FindMarkers	0
0.410772745	5: Myeloid	SULF2	FindMarkers	0
0.410061841	5: Myeloid	RIPK2	FindMarkers	0
0.407621279	5: Myeloid	HSPA6	FindMarkers	0
0.407465788	5: Myeloid	TSPAN4	FindMarkers	0
0.405240201	5: Myeloid	EPSTI1	FindMarkers	0
0.404518766	5: Myeloid	EIF4EBP1	FindMarkers	0
0.403222422	5: Myeloid	CCR1	FindMarkers	0
0.401892923	5: Myeloid	IRAK3	FindMarkers	0
0.40187278	5: Myeloid	LAT2	FindMarkers	0
0.399072865	5: Myeloid	AP1B1	FindMarkers	0
0.396767659	5: Myeloid	SKAP2	FindMarkers	0
0.396344336	5: Myeloid	GAS7	FindMarkers	0
0.394850952	5: Myeloid	PLXNB2	FindMarkers	0
0.394210734	5: Myeloid	MPP1	FindMarkers	0
0.393279412	5: Myeloid	SIGLEC7	FindMarkers	0
0.391583166	5: Myeloid	CLEC12A	FindMarkers	0
0.390573997	5: Myeloid	AGTRAP	FindMarkers	0
0.390539205	5: Myeloid	SDSL	FindMarkers	0
0.390375198	5: Myeloid	PFKFB3	FindMarkers	0
0.388665246	5: Myeloid	CARD9	FindMarkers	0
0.38784204	5: Myeloid	COLGALT1	FindMarkers	0
0.387772381	5: Myeloid	RGL1	FindMarkers	0
0.386807835	5: Myeloid	KCNK6	FindMarkers	0
0.38609161	5: Myeloid	CYFIP1	FindMarkers	0
0.38505757	5: Myeloid	CMKLR1	FindMarkers	0
0.383879919	5: Myeloid	CD300LF	FindMarkers	0
0.380682843	5: Myeloid	NCKAP1L	FindMarkers	0
0.376552762	5: Myeloid	TTYH3	FindMarkers	0
0.374214126	5: Myeloid	MYO9B	FindMarkers	0
0.373606286	5: Myeloid	KIAA0930	FindMarkers	0
0.371230094	5: Myeloid	PICALM	FindMarkers	0
0.369412046	5: Myeloid	ARAP1	FindMarkers	0
0.368836258	5: Myeloid	PRAM1	FindMarkers	0
0.368676328	5: Myeloid	ARPC4	FindMarkers	0
0.3645399	5: Myeloid	EHBP1L1	FindMarkers	0
0.36409924	5: Myeloid	CAPNS1	FindMarkers	0
0.358710564	5: Myeloid	ATP1B1	FindMarkers	0
0.357764521	5: Myeloid	CBR1	FindMarkers	0
0.357459685	5: Myeloid	UBE2E2	FindMarkers	0
0.355675991	5: Myeloid	MSRB2	FindMarkers	0
0.355649859	5: Myeloid	SLC37A2	FindMarkers	0
0.35062845	5: Myeloid	CCRL2	FindMarkers	0
0.348717603	5: Myeloid	DPYSL2	FindMarkers	0
0.347343751	5: Myeloid	NADK	FindMarkers	0
0.347101298	5: Myeloid	CYSTM1	FindMarkers	0
0.345691649	5: Myeloid	ARF3	FindMarkers	0
0.345672958	5: Myeloid	TLR4	FindMarkers	0
0.342841315	5: Myeloid	MBOAT7	FindMarkers	0
0.342048746	5: Myeloid	VMA21	FindMarkers	0
0.341907441	5: Myeloid	TIFAB	FindMarkers	0
0.341240946	5: Myeloid	RAB34	FindMarkers	0
0.340907401	5: Myeloid	SFT2D2	FindMarkers	0
0.340815189	5: Myeloid	GNAQ	FindMarkers	0
0.340664298	5: Myeloid	LACC1	FindMarkers	0
0.337197153	5: Myeloid	MCOLN1	FindMarkers	0
0.33688233	5: Myeloid	OGFRL1	FindMarkers	0
0.335473632	5: Myeloid	SIGLEC9	FindMarkers	0
0.335034861	5: Myeloid	GNA15	FindMarkers	0
0.334553677	5: Myeloid	RGS18	FindMarkers	0
0.334491093	5: Myeloid	SPATS2L	FindMarkers	0
0.33376054	5: Myeloid	CREBL2	FindMarkers	0
0.333499401	5: Myeloid	CTNNA1	FindMarkers	0
0.330195066	5: Myeloid	ZNF106	FindMarkers	0
0.329810196	5: Myeloid	IL6R	FindMarkers	0
0.327801412	5: Myeloid	SLC31A1	FindMarkers	0
0.323489248	5: Myeloid	TCN2	FindMarkers	0
0.323485356	5: Myeloid	GNB1	FindMarkers	0
0.320364517	5: Myeloid	IRF5	FindMarkers	0
0.319876861	5: Myeloid	ASCL2	FindMarkers	0
0.319722808	5: Myeloid	LRMDA	FindMarkers	0
0.319637894	5: Myeloid	STX7	FindMarkers	0
0.316425275	5: Myeloid	QSOX1	FindMarkers	0
0.316391252	5: Myeloid	MKNK1	FindMarkers	0
0.316359661	5: Myeloid	BACH1	FindMarkers	0
0.315725073	5: Myeloid	PLIN3	FindMarkers	0
0.314775411	5: Myeloid	ARRB1	FindMarkers	0
0.312464315	5: Myeloid	RELT	FindMarkers	0
0.310489679	5: Myeloid	FRMD4B	FindMarkers	0
0.309066725	5: Myeloid	TLR1	FindMarkers	0
0.308526132	5: Myeloid	HEBP1	FindMarkers	0
0.308208126	5: Myeloid	ACOT9	FindMarkers	0
0.306561736	5: Myeloid	ATP6V1A	FindMarkers	0
0.306501418	5: Myeloid	FEZ2	FindMarkers	0
0.306210994	5: Myeloid	FKBP15	FindMarkers	0
0.304825499	5: Myeloid	SLC20A1	FindMarkers	0
0.303417282	5: Myeloid	C9orf72	FindMarkers	0
0.303352795	5: Myeloid	COMMD9	FindMarkers	0
0.302448305	5: Myeloid	ACER3	FindMarkers	0
0.301158203	5: Myeloid	IDH1	FindMarkers	0
0.298801389	5: Myeloid	ASAP1	FindMarkers	0
0.297281359	5: Myeloid	IL17RA	FindMarkers	0
0.296641358	5: Myeloid	GPR35	FindMarkers	0
0.296528076	5: Myeloid	GNPDA1	FindMarkers	0
0.296262126	5: Myeloid	STAC3	FindMarkers	0
0.29412725	5: Myeloid	PACSIN2	FindMarkers	0
0.294122552	5: Myeloid	GSAP	FindMarkers	0
0.289755132	5: Myeloid	TENT5A	FindMarkers	0
0.288889115	5: Myeloid	MILR1	FindMarkers	0
0.286865404	5: Myeloid	TPMT	FindMarkers	0
0.286719497	5: Myeloid	MAP3K11	FindMarkers	0
0.286656348	5: Myeloid	RPS6KA4	FindMarkers	0
0.286056652	5: Myeloid	PLCB2	FindMarkers	0
0.283229943	5: Myeloid	PLXNC1	FindMarkers	0
0.282749933	5: Myeloid	TIGAR	FindMarkers	0
0.28258523	5: Myeloid	GIMAP8	FindMarkers	0
0.281667877	5: Myeloid	AMPD2	FindMarkers	0
0.281010451	5: Myeloid	MANBA	FindMarkers	0
0.279998638	5: Myeloid	CMIP	FindMarkers	0
0.279261187	5: Myeloid	CORO1C	FindMarkers	0
0.27877723	5: Myeloid	SNN	FindMarkers	0
0.277297386	5: Myeloid	ANXA4	FindMarkers	0
0.27677261	5: Myeloid	PHACTR2	FindMarkers	0
0.273950912	5: Myeloid	FHL3	FindMarkers	0
0.273617042	5: Myeloid	PNPLA6	FindMarkers	0
0.273137232	5: Myeloid	PTGS1	FindMarkers	0
0.272227508	5: Myeloid	JAK2	FindMarkers	0
0.271845986	5: Myeloid	NUDT3	FindMarkers	0
0.271425161	5: Myeloid	DUSP3	FindMarkers	0
0.271406146	5: Myeloid	NRROS	FindMarkers	0
0.269556361	5: Myeloid	RILP	FindMarkers	0
0.268860677	5: Myeloid	KLF3	FindMarkers	0
0.267108286	5: Myeloid	ADAM15	FindMarkers	0
0.264557795	5: Myeloid	SNX8	FindMarkers	0
0.261241979	5: Myeloid	TET2	FindMarkers	0
0.260684415	5: Myeloid	NOTCH2	FindMarkers	0
0.260552504	5: Myeloid	ZMIZ1	FindMarkers	0
0.334397131	5: Myeloid	DUSP23	FindMarkers	9.55E-304
0.643173432	5: Myeloid	CALM2	FindMarkers	1.63E-303
0.312671909	5: Myeloid	PTEN	FindMarkers	2.12E-303
0.506481244	5: Myeloid	CMTM6	FindMarkers	4.09E-302
0.478645004	5: Myeloid	SCARB2	FindMarkers	1.82E-299
0.300343552	5: Myeloid	NMI	FindMarkers	8.53E-299
0.4032225	5: Myeloid	PARP14	FindMarkers	1.02E-298
0.764130897	5: Myeloid	PLAC8	FindMarkers	2.07E-298
0.311729001	5: Myeloid	GRK2	FindMarkers	2.88E-297
0.327283403	5: Myeloid	SCNM1	FindMarkers	8.32E-297
0.468230516	5: Myeloid	WASF2	FindMarkers	1.31E-296
0.630528235	5: Myeloid	SLC25A5	FindMarkers	1.48E-296
0.295715956	5: Myeloid	GPR137B	FindMarkers	4.26E-296
0.371339477	5: Myeloid	SNAP23	FindMarkers	1.39E-295
0.563514676	5: Myeloid	FKBP1A	FindMarkers	2.05E-295
0.594660424	5: Myeloid	NME2	FindMarkers	4.33E-295
0.316882241	5: Myeloid	STX4	FindMarkers	2.35E-293
0.71082907	5: Myeloid	CSTB	FindMarkers	1.13E-292
0.27072638	5: Myeloid	NFKBIE	FindMarkers	1.24E-290
0.556681163	5: Myeloid	COX5B	FindMarkers	5.55E-289
0.45975387	5: Myeloid	CAPZA2	FindMarkers	5.63E-288
0.410043597	5: Myeloid	ACAA1	FindMarkers	1.66E-287
0.560818802	5: Myeloid	LAMTOR4	FindMarkers	9.67E-287
0.67210465	5: Myeloid	HSP90AA1	FindMarkers	3.36E-285
0.640028918	5: Myeloid	DBI	FindMarkers	1.08E-283
0.308048592	5: Myeloid	MTMR14	FindMarkers	1.80E-282
0.251412903	5: Myeloid	NFIC	FindMarkers	4.46E-282
0.268383485	5: Myeloid	SLC39A1	FindMarkers	6.98E-282
0.411674449	5: Myeloid	GBP4	FindMarkers	1.22E-281
0.768693553	5: Myeloid	YWHAH	FindMarkers	1.27E-281
0.533877757	5: Myeloid	COX8A	FindMarkers	2.64E-280
0.345154235	5: Myeloid	TFRC	FindMarkers	3.77E-280
0.397519666	5: Myeloid	ABHD12	FindMarkers	1.75E-279
0.381015387	5: Myeloid	MVP	FindMarkers	2.33E-278
0.716719287	5: Myeloid	FABP5	FindMarkers	3.72E-278
0.483914312	5: Myeloid	RAB5C	FindMarkers	1.43E-277
0.622092856	5: Myeloid	CAPG	FindMarkers	2.34E-277
0.569741247	5: Myeloid	GRB2	FindMarkers	3.35E-277
0.361928902	5: Myeloid	PTPN18	FindMarkers	9.65E-277
0.495714694	5: Myeloid	MOB1A	FindMarkers	1.26E-276
0.317609556	5: Myeloid	ADPGK	FindMarkers	1.40E-275
0.556475974	5: Myeloid	ENO1	FindMarkers	2.44E-275
0.387792949	5: Myeloid	SPG21	FindMarkers	2.77E-275
0.299287309	5: Myeloid	STAT2	FindMarkers	6.74E-274
0.292269325	5: Myeloid	GLB1	FindMarkers	5.72E-273
0.480511531	5: Myeloid	ATP6AP1	FindMarkers	1.21E-272
0.459715878	5: Myeloid	PSMA4	FindMarkers	1.44E-272
1.032846312	5: Myeloid	S100A6	FindMarkers	2.30E-272
0.563718927	5: Myeloid	PSMB3	FindMarkers	5.19E-272
0.394677639	5: Myeloid	TUBA1C	FindMarkers	7.70E-270
0.33322025	5: Myeloid	RBPJ	FindMarkers	3.76E-269
0.358264196	5: Myeloid	ALOX5	FindMarkers	6.39E-269
0.745293593	5: Myeloid	FCGR2B	FindMarkers	8.95E-269
0.458610743	5: Myeloid	RAB10	FindMarkers	9.05E-269
0.326537682	5: Myeloid	NABP1	FindMarkers	4.31E-268
0.284338246	5: Myeloid	DPYD	FindMarkers	5.51E-268
0.859521002	5: Myeloid	PLD3	FindMarkers	1.67E-267
0.529157788	5: Myeloid	COX7B	FindMarkers	4.10E-266
0.385484285	5: Myeloid	ACP2	FindMarkers	1.27E-265
0.315778474	5: Myeloid	TACC1	FindMarkers	2.58E-265
0.383109813	5: Myeloid	GCH1	FindMarkers	1.38E-264
0.482735566	5: Myeloid	PLIN2	FindMarkers	3.83E-264
0.537014455	5: Myeloid	RNASEK	FindMarkers	5.17E-264
0.488668448	5: Myeloid	CNPY3	FindMarkers	3.86E-263
0.815865441	5: Myeloid	S100A10	FindMarkers	5.50E-263
0.258258193	5: Myeloid	SPNS1	FindMarkers	2.84E-262
0.359385631	5: Myeloid	EIF4A1	FindMarkers	4.52E-262
0.565475631	5: Myeloid	BST2	FindMarkers	4.66E-262
0.51088364	5: Myeloid	CFL1	FindMarkers	3.05E-261
0.302912373	5: Myeloid	CUX1	FindMarkers	5.82E-261
0.930140587	5: Myeloid	TXN	FindMarkers	3.47E-260
0.496793767	5: Myeloid	RHOA	FindMarkers	4.04E-258
0.418876387	5: Myeloid	TWF2	FindMarkers	5.94E-257
0.254002571	5: Myeloid	MAPKAPK3	FindMarkers	4.73E-255
0.348566961	5: Myeloid	ARL5B	FindMarkers	1.42E-253
0.320835651	5: Myeloid	SNX2	FindMarkers	4.51E-253
0.581238194	5: Myeloid	RBKS	FindMarkers	8.46E-253
0.435220474	5: Myeloid	VPS29	FindMarkers	3.22E-252
0.272187576	5: Myeloid	ARHGAP18	FindMarkers	6.94E-250
0.343761692	5: Myeloid	EIF4E2	FindMarkers	1.45E-249
0.392502318	5: Myeloid	RNF13	FindMarkers	2.03E-249
0.255568138	5: Myeloid	FBXO6	FindMarkers	5.01E-249
0.508935916	5: Myeloid	ATP6AP2	FindMarkers	5.99E-249
0.45561343	5: Myeloid	ENY2	FindMarkers	9.21E-249
0.331633592	5: Myeloid	FOSL2	FindMarkers	3.00E-247
0.39984217	5: Myeloid	ABI3	FindMarkers	4.52E-246
0.449779572	5: Myeloid	RAB7A	FindMarkers	1.26E-245
0.435683906	5: Myeloid	ACTR2	FindMarkers	3.64E-245
0.449490627	5: Myeloid	UQCRC1	FindMarkers	4.76E-244
0.483516727	5: Myeloid	ATP5MF	FindMarkers	8.25E-243
0.350329005	5: Myeloid	MTCH1	FindMarkers	8.33E-243
0.287734546	5: Myeloid	ARL8B	FindMarkers	2.68E-242
0.634832894	5: Myeloid	ZFP36	FindMarkers	3.25E-240
0.514847951	5: Myeloid	RAB24	FindMarkers	1.17E-239
0.2559073	5: Myeloid	UBE2R2	FindMarkers	3.31E-239
0.425651224	5: Myeloid	MAT2A	FindMarkers	5.85E-239
0.369079491	5: Myeloid	TXNDC17	FindMarkers	2.66E-238
0.529849195	5: Myeloid	UCP2	FindMarkers	2.43E-237
0.549319086	5: Myeloid	HSPH1	FindMarkers	1.49E-233
0.303307111	5: Myeloid	C6orf62	FindMarkers	1.51E-233
0.365984853	5: Myeloid	TIMM8B	FindMarkers	4.34E-233
0.381968852	5: Myeloid	DDX21	FindMarkers	1.11E-232
0.35432536	5: Myeloid	BNIP3L	FindMarkers	5.89E-232
0.288493999	5: Myeloid	PER1	FindMarkers	2.22E-231
0.442427056	5: Myeloid	PPIA	FindMarkers	2.71E-231
0.398276029	5: Myeloid	C4orf48	FindMarkers	1.09E-230
0.277851443	5: Myeloid	LEPROT	FindMarkers	1.63E-229
0.474609394	5: Myeloid	ATP5MC3	FindMarkers	4.70E-229
0.538899459	5: Myeloid	TMSB4X	FindMarkers	1.80E-228
0.285823086	5: Myeloid	MTCH2	FindMarkers	8.30E-228
0.423083293	5: Myeloid	CXorf21	FindMarkers	1.74E-226
0.298228728	5: Myeloid	CORO1B	FindMarkers	5.54E-226
0.559397101	5: Myeloid	TUBA1A	FindMarkers	1.39E-225
0.467906672	5: Myeloid	CD81	FindMarkers	2.20E-225
0.329636552	5: Myeloid	MTPN	FindMarkers	3.24E-225
0.407475209	5: Myeloid	FAM49B	FindMarkers	5.34E-225
0.517279954	5: Myeloid	EIF4A3	FindMarkers	7.10E-225
0.43756582	5: Myeloid	HEXB	FindMarkers	4.21E-223
0.464762387	5: Myeloid	NDUFB2	FindMarkers	9.75E-223
0.298864935	5: Myeloid	RASGEF1B	FindMarkers	1.51E-221
0.495883585	5: Myeloid	SYNGR2	FindMarkers	1.73E-220
0.263343032	5: Myeloid	UTRN	FindMarkers	2.27E-220
0.335070932	5: Myeloid	BHLHE40	FindMarkers	1.05E-219
0.379958997	5: Myeloid	CYC1	FindMarkers	1.16E-217
0.339804197	5: Myeloid	CLTC	FindMarkers	1.49E-217
0.44360041	5: Myeloid	DYNLL1	FindMarkers	2.16E-217
0.288850326	5: Myeloid	ILK	FindMarkers	4.95E-217
0.793821051	5: Myeloid	PPA1	FindMarkers	6.97E-217
0.305428742	5: Myeloid	PEPD	FindMarkers	6.99E-216
0.261919872	5: Myeloid	DNMT1	FindMarkers	1.14E-215
0.45441588	5: Myeloid	MINOS1	FindMarkers	1.10E-214
0.465712975	5: Myeloid	GNB2	FindMarkers	1.99E-214
0.425500264	5: Myeloid	VASP	FindMarkers	3.98E-214
0.346510745	5: Myeloid	LIMS1	FindMarkers	4.86E-214
0.375743574	5: Myeloid	FLOT1	FindMarkers	1.07E-213
0.315139583	5: Myeloid	TIMM13	FindMarkers	1.34E-213
0.579872074	5: Myeloid	SOCS3	FindMarkers	1.34E-213
0.346715621	5: Myeloid	DBNL	FindMarkers	7.39E-211
0.304067717	5: Myeloid	APOL3	FindMarkers	2.03E-209
0.389978682	5: Myeloid	M6PR	FindMarkers	3.18E-209
0.480961151	5: Myeloid	GDI2	FindMarkers	4.31E-209
0.43181156	5: Myeloid	ATP5PD	FindMarkers	1.62E-208
0.380549744	5: Myeloid	PRDX3	FindMarkers	3.78E-207
0.45991755	5: Myeloid	UQCR10	FindMarkers	4.23E-206
0.38307087	5: Myeloid	JPT1	FindMarkers	1.19E-204
0.312871065	5: Myeloid	PARVB	FindMarkers	1.88E-204
0.393242246	5: Myeloid	NANS	FindMarkers	2.64E-204
0.318820793	5: Myeloid	SUPT4H1	FindMarkers	3.08E-204
0.312332054	5: Myeloid	POLE4	FindMarkers	7.96E-204
0.493003455	5: Myeloid	LCP1	FindMarkers	8.95E-204
0.311392881	5: Myeloid	SUMO3	FindMarkers	8.10E-203
0.291253947	5: Myeloid	GPCPD1	FindMarkers	1.17E-201
0.354743403	5: Myeloid	TGFB1	FindMarkers	2.37E-201
0.680701523	5: Myeloid	RHOB	FindMarkers	4.99E-201
0.304467243	5: Myeloid	PPP1R15B	FindMarkers	5.80E-201
0.321811325	5: Myeloid	CD151	FindMarkers	2.64E-200
0.411038371	5: Myeloid	SEC11A	FindMarkers	1.25E-199
0.356765979	5: Myeloid	FERMT3	FindMarkers	2.91E-199
0.258214487	5: Myeloid	LYST	FindMarkers	3.35E-199
0.298690151	5: Myeloid	PFKL	FindMarkers	7.86E-199
0.510461527	5: Myeloid	ALDOA	FindMarkers	4.88E-198
0.255792114	5: Myeloid	ELOVL1	FindMarkers	8.16E-198
0.289593958	5: Myeloid	APP	FindMarkers	2.64E-197
0.272989661	5: Myeloid	JOSD2	FindMarkers	9.41E-197
0.307167932	5: Myeloid	SQOR	FindMarkers	2.13E-194
0.612962715	5: Myeloid	NCF1	FindMarkers	1.42E-192
0.787489781	5: Myeloid	PRDX1	FindMarkers	1.47E-192
0.513945522	5: Myeloid	INSIG1	FindMarkers	3.61E-191
0.261436328	5: Myeloid	LYSMD2	FindMarkers	3.36E-190
0.404454674	5: Myeloid	COX6B1	FindMarkers	4.65E-189
0.405906586	5: Myeloid	CAPZB	FindMarkers	4.85E-189
0.64339818	5: Myeloid	HSPA1B	FindMarkers	1.81E-187
0.326386593	5: Myeloid	FUCA2	FindMarkers	1.88E-186
0.365321298	5: Myeloid	FAM96A	FindMarkers	7.91E-186
0.354787679	5: Myeloid	VMP1	FindMarkers	1.33E-185
0.349245875	5: Myeloid	SDHB	FindMarkers	1.86E-185
0.461565856	5: Myeloid	SNX3	FindMarkers	2.45E-185
0.348663056	5: Myeloid	DYNLT1	FindMarkers	3.56E-185
0.377853925	5: Myeloid	CHMP4B	FindMarkers	4.52E-185
0.396219777	5: Myeloid	ARPC2	FindMarkers	2.91E-184
0.37008628	5: Myeloid	CRTAP	FindMarkers	3.17E-184
0.376280794	5: Myeloid	NAPA	FindMarkers	8.32E-184
0.385014843	5: Myeloid	BANF1	FindMarkers	2.40E-183
0.349465704	5: Myeloid	ABHD5	FindMarkers	9.20E-182
0.330609437	5: Myeloid	AKIRIN2	FindMarkers	1.68E-181
0.265888326	5: Myeloid	PPP1CB	FindMarkers	4.49E-180
0.362337809	5: Myeloid	LAMP2	FindMarkers	5.76E-180
0.385006967	5: Myeloid	PFN1	FindMarkers	3.40E-179
0.31609212	5: Myeloid	PCBD1	FindMarkers	3.93E-179
0.663872832	5: Myeloid	S100A4	FindMarkers	1.78E-178
0.378404733	5: Myeloid	ATP6V0E1	FindMarkers	1.78E-178
0.376180832	5: Myeloid	RNF181	FindMarkers	2.20E-177
0.377715815	5: Myeloid	MTHFD2	FindMarkers	4.33E-177
0.403138714	5: Myeloid	CANX	FindMarkers	1.02E-175
0.385255792	5: Myeloid	ARF5	FindMarkers	4.48E-175
0.797510328	5: Myeloid	HSPB1	FindMarkers	2.80E-174
0.404851487	5: Myeloid	ATP5MPL	FindMarkers	4.52E-174
0.374115781	5: Myeloid	TMEM219	FindMarkers	2.66E-173
0.492339387	5: Myeloid	STAT1	FindMarkers	3.37E-172
0.29273453	5: Myeloid	GAPDH	FindMarkers	5.05E-172
0.255650598	5: Myeloid	CISD3	FindMarkers	5.43E-172
0.288618414	5: Myeloid	EPN1	FindMarkers	1.62E-171
0.276358912	5: Myeloid	FKBP4	FindMarkers	1.97E-170
0.299608925	5: Myeloid	SRA1	FindMarkers	1.98E-170
0.363240969	5: Myeloid	RBX1	FindMarkers	3.68E-170
0.274518669	5: Myeloid	CCT5	FindMarkers	4.64E-170
0.287958111	5: Myeloid	IQGAP1	FindMarkers	5.99E-169
0.284672476	5: Myeloid	BCKDK	FindMarkers	8.31E-169
0.378152738	5: Myeloid	PSMA7	FindMarkers	1.25E-168
0.308811769	5: Myeloid	RGS19	FindMarkers	1.52E-167
0.637249485	5: Myeloid	CDKN1A	FindMarkers	5.60E-167
0.449640942	5: Myeloid	TPM4	FindMarkers	8.38E-167
0.387079949	5: Myeloid	TMEM14C	FindMarkers	9.56E-167
0.389312467	5: Myeloid	ATP5F1B	FindMarkers	1.96E-164
0.288090771	5: Myeloid	IGFLR1	FindMarkers	3.12E-164
0.253815878	5: Myeloid	TGOLN2	FindMarkers	1.95E-163
0.363088142	5: Myeloid	FLNA	FindMarkers	6.56E-162
0.37151946	5: Myeloid	UQCR11	FindMarkers	1.50E-161
0.253447864	5: Myeloid	KIF5B	FindMarkers	1.79E-161
